"year","fleet","0","1","2","3","4","5","6","7","8+","value"
2022,"A",0,7.22073600729193,687.712149163141,874.178432985675,1028.62932423172,871.592007308807,784.135155409036,482.586050522196,650.263882061296,"wbss_caton"
2022,"C",29.4931573195117,0.288378232518286,35.2907916872182,10.9856092284432,7.5787182187219,7.63560581896177,9.63914618477618,5.76242391600978,1.16191741033941,"wbss_caton"
2022,"D",1.10280008662747,18.3963968594169,11.2480070778014,0.517091112477784,0.0716914027525296,0,0,0,0.206793917189694,"wbss_caton"
2022,"F",0.115522907858646,1.6833839426239,25.7512368212408,82.042604046489,127.857683015513,141.119961228345,110.788512359471,80.7265423657603,66.3159533125984,"wbss_caton"
2023,"A",0,30.9722147927695,236.488068801726,463.82790582199,605.685844508836,391.662481091758,227.798845956876,232.363194088993,172.654575629587,"wbss_caton"
2023,"C",1.59528806357921,30.6313104751806,14.7053245753022,61.7102460997832,36.6887436941149,28.6376227260252,18.0685912660716,6.99915222437974,3.16529389695402,"wbss_caton"
2023,"D",0.10540129874188,55.1113653297791,6.38128542415962,0.104715377425695,0,0,0,0,0,"wbss_caton"
2023,"F",0.00767218200620473,0.634604914933814,17.1795124533934,169.239176356019,149.88453329005,118.568864643257,125.677853265147,66.5326160943289,74.0046668008642,"wbss_caton"
2024,"A",0,9.20129154807867,1241.08338391209,429.975416883857,722.947071626051,744.517496666714,647.299081338869,197.106713896868,328.945958286425,"wbss_caton"
2024,"C",0.329275916037854,9.88435790301195,102.663296323531,23.3611062684911,28.3308681529913,17.1211127115213,4.47774752615284,2.09712915074191,1.7364017466462,"wbss_caton"
2024,"D",0.679020406609909,7.76272437017874,1.3516969965093,0,0,0,0,0,0,"wbss_caton"
2024,"F",10.9840720616987,25.4792344230838,28.4891042437204,26.8325105811366,117.086439237431,129.90472474894,119.328082608008,109.247715839697,91.7311162562846,"wbss_caton"
2000,"A",NA,NA,0.14075,0.16523,0.18392,0.20696,0.20239,0.21755,0.26631,"weca_kg"
2000,"C",0.0203651355528629,0.0400639947946431,0.0722229766033802,0.109288479136641,0.139645106864013,0.163726973680061,0.147106218573585,0.159351725597713,0.162129517589479,"weca_kg"
2000,"D",0.0239392011973503,0.0131943495327337,0.03178753643991,NA,NA,NA,NA,NA,NA,"weca_kg"
2000,"F",0.0222389818400769,0.0292217506761627,0.0473430891659822,0.0791201831063259,0.120862885763503,0.133320418945785,0.145174250235354,0.1544187406684,0.150844650104503,"weca_kg"
2001,"A",NA,0.079,0.12746,0.15136,0.17835,0.18838,0.19824,0.2208,0.26655,"weca_kg"
2001,"C",0.013862819872117,0.0463282762318195,0.0738135206579543,0.102918401226812,0.141025686228285,0.170874524942932,0.178422076852426,0.18270112603663,0.204137670866601,"weca_kg"
2001,"D",0.00862392132070917,0.0270100454609293,0.0560252972691999,0.062347943364962,0.103805779174053,0.122764705882353,0.12575,0.108,0.169,"weca_kg"
2001,"F",0.0129052718886449,0.0231916269988392,0.0450350882975326,0.0643234068529416,0.0843845516665922,0.13894453502557,0.126583415317981,0.130355357889533,0.13777452345545,"weca_kg"
2002,"A",NA,NA,0.14306,0.15418,0.16518,0.18637,0.19756,0.20754,0.22348,"weca_kg"
2002,"C",0.0095,0.0268731848970827,0.0844815797059341,0.112115651369891,0.138464014608288,0.161358566556214,0.184093124966777,0.187533823716539,0.222220756753737,"weca_kg"
2002,"D",0.01019,0.0143144094416223,0.0211696000879341,NA,NA,NA,NA,NA,NA,"weca_kg"
2002,"F",0.0107529161231052,0.0205893448997345,0.0494566641618443,0.0753617483983114,0.105086998257322,0.12003737398943,0.177569012416136,0.166745709666236,0.157133369817521,"weca_kg"
2003,"A",NA,NA,0.1014,0.13557,0.14142,0.16317,0.17516,0.18457,0.19233,"weca_kg"
2003,"C",0.0146688070426224,0.0531085759909919,0.0778635372248644,0.110970712277913,0.133187315453274,0.144060200228688,0.16076909648394,0.163909937298318,0.146822635419015,"weca_kg"
2003,"D",0.0125933697967957,0.0198895402328241,0.049320097411353,0.0968819495717874,0.120256373380675,0.03929,0.086635534638258,NA,0.175,"weca_kg"
2003,"F",0.0201117496042888,0.0318113418393,0.0518962748682532,0.0775913842399524,0.0977140802057153,0.119390312831537,0.131682932831556,0.167280979970008,0.16508577772378,"weca_kg"
2004,"A",NA,NA,0.1206,0.1328,0.1639,0.1659,0.1748,0.1843,0.2079,"weca_kg"
2004,"C",0.0297040739603771,0.059644193544822,0.078700898126475,0.115195855658318,0.14077942726999,0.157008801291557,0.168946785209127,0.187967775037942,0.175162406804141,"weca_kg"
2004,"D",0.0253339943599364,0.0217923351823083,0.0492225295560711,0.0476874505181198,0.155207603079724,0.157390948741267,NA,NA,NA,"weca_kg"
2004,"F",0.00855704246418394,0.0200845313128586,0.0506240526076526,0.076763088450173,0.0961923338763169,0.124718802768017,0.14882742811316,0.164186117379116,0.151007969642885,"weca_kg"
2005,"A",NA,NA,0.10709,0.15388,0.16761,0.1793,0.1887,0.18637,0.20836,"weca_kg"
2005,"C",0.0220354524504857,0.0667719853166465,0.0846994926435969,0.111141645800123,0.141707162512558,0.156762906524338,0.170317553870549,0.173989664753949,0.194513013676214,"weca_kg"
2005,"D",0.0135377765231908,0.0289511204594122,0.0599854378943104,0.0826299852623005,0.11661229403541,NA,NA,NA,NA,"weca_kg"
2005,"F",0.0138987664479884,0.0147561044958117,0.0481101437342482,0.0709905375269624,0.0868788854683927,0.114022029210097,0.140951799212002,0.157721759630465,0.164378029903879,"weca_kg"
2006,"A",NA,0.02466,0.12458,0.14884,0.16409,0.17523,0.21395,0.22433,0.23666,"weca_kg"
2006,"C",0.0144710051655825,0.0549978298684581,0.0826902330778875,0.109541456055148,0.133570309049422,0.17570109066011,0.179206340339027,0.187947309475451,0.191696676828696,"weca_kg"
2006,"D",0.0121783990742022,0.0208822167950218,0.0390938695086273,0.141103600235646,NA,0.125830369507706,NA,NA,NA,"weca_kg"
2006,"F",0.0253957578722171,0.0383662591908721,0.0562729933727281,0.0820633075472883,0.1002563854923,0.121444051560647,0.139922864233712,0.17441327918892,0.164723840514785,"weca_kg"
2007,"A",NA,NA,0.15659,0.14822,0.15647,0.185,0.1858,0.19932,0.22485,"weca_kg"
2007,"C",0.046102644772059,0.0696280247893031,0.0840557467386591,0.116499798325595,0.141787921209098,0.1609298082626,0.195817122662696,0.182717026858682,0.213704357714111,"weca_kg"
2007,"D",0.0215492614400755,0.0249763479705452,0.0572082638457095,NA,NA,NA,NA,NA,NA,"weca_kg"
2007,"F",0.01507007397503,0.019543771349423,0.0563368729452852,0.074357037728026,0.102899023781277,0.115246247018791,0.131577227410612,0.156326693072716,0.182172968248625,"weca_kg"
2008,"A",NA,NA,0.14182,0.16467,0.16572,0.16796,0.19217,0.19941,0.21585,"weca_kg"
2008,"C",0.0341475696776525,0.0711092421933785,0.0911250324854215,0.112999625487924,0.139261749501184,0.168447262775848,0.182231385589117,0.203113717033413,0.193107604554738,"weca_kg"
2008,"D",0.0151232941076952,0.0304040764156033,0.0547711762248601,0.08475,0.134,NA,NA,NA,NA,"weca_kg"
2008,"F",0.0170518138608247,0.0398673192352214,0.060689950070224,0.0832137054594106,0.102504516615847,0.12144970335662,0.122995036934259,0.142153892066484,0.158400651752137,"weca_kg"
2009,"A",NA,NA,0.13806,0.17007,0.21106,0.21101,0.24809,0.24837,0.28453,"weca_kg"
2009,"C",0.0233483473282542,0.0615625881570257,0.0875321194464005,0.112535496192775,0.154329808971381,0.177344131115105,0.215094368729895,0.21585474076061,0.249630782729929,"weca_kg"
2009,"D",0.0130850102539725,0.0149518225489288,0.0618321163089766,0.0947540579641968,0.139092850557597,0.145742089185565,0.2246,0.1852,0.2155,"weca_kg"
2009,"F",0.0139618812675307,0.0239740124179716,0.0549625301920174,0.0909545020256349,0.124130945783286,0.148117353395952,0.153036832712358,0.155893053007577,0.15840803681567,"weca_kg"
2010,"A",NA,0.0678,0.1323,0.1573,0.20027,0.20556,0.21089,0.21904,0.23524,"weca_kg"
2010,"C",0.0253413150170316,0.0672482110418919,0.0880568142099893,0.125398274376456,0.159094586468332,0.187181414234659,0.207770310492836,0.214932512049451,0.227162151243831,"weca_kg"
2010,"D",0.00772223609942795,0.0165098455966605,0.0399064479250027,0.0940417597462894,0.04096,0.111,NA,NA,NA,"weca_kg"
2010,"F",0.0122988223151466,0.0205050950357053,0.051884680520374,0.0884868155120345,0.125235792226356,0.162956596461836,0.174971707157483,0.193359697952,0.194922319045394,"weca_kg"
2011,"A",NA,NA,0.14969,0.167,0.18281,0.20777,0.21302,0.21061,0.21884,"weca_kg"
2011,"C",0.0221091433853559,0.0500574148660542,0.0933762266410385,0.127042391638284,0.138567037281807,0.172524656759562,0.186899525100413,0.221779764380598,0.211728864966265,"weca_kg"
2011,"D",0.00821257235810662,0.0171000681305809,0.0470579953985282,0.07113,NA,NA,NA,NA,NA,"weca_kg"
2011,"F",0.0132334816422939,0.0244243245551084,0.056839443884678,0.0800891059746544,0.111482354702032,0.142491689599535,0.149867284349559,0.159685780392872,0.168365464195936,"weca_kg"
2012,"A",NA,NA,0.1396,0.18463,0.20533,NA,0.21311,NA,0.22639,"weca_kg"
2012,"C",NA,0.066686515345731,0.0830526964707281,0.13622791924407,0.168932185826018,0.179644720929172,0.203679929272722,0.215655642789052,0.220162864153067,"weca_kg"
2012,"D",0.00931,0.0269841510602188,0.0396408864986319,0.08521,NA,NA,NA,NA,NA,"weca_kg"
2012,"F",0.0186303772937694,0.0170211759557887,0.0517620057088566,0.0917949899147859,0.112909905730776,0.148945636808216,0.168380328826341,0.176366593939721,0.191724667141446,"weca_kg"
2013,"A",NA,NA,0.13502,0.15421,0.21429,0.1956,0.22058,0.2433,0.253,"weca_kg"
2013,"C",NA,0.0908379892001483,0.0979595525005093,0.130698726589463,0.160837065810862,0.193644583423149,0.18750225079844,0.246234832124224,0.220801691053504,"weca_kg"
2013,"D",NA,0.0221630514147076,0.0579519591176407,0.110156688385229,0.1378,NA,NA,NA,NA,"weca_kg"
2013,"F",0.0137202420418749,0.0177305338131599,0.053780763428965,0.0856905266880021,0.129620265329798,0.139963705739482,0.146298128255707,0.158890876457511,0.179604033159705,"weca_kg"
2014,"A",NA,0.10365,0.14777,0.1595,0.16664,0.19568,0.19972,0.21161,0.22152,"weca_kg"
2014,"C",0.0195278012411798,0.0614532677606697,0.0997200602843421,0.135534567827732,0.174175050591566,0.19467590239857,0.220373122487152,0.226715934543354,0.242910361496317,"weca_kg"
2014,"D",0.0094032697906169,0.0220618994996842,0.024076680567635,0.0638365247212409,NA,NA,NA,NA,NA,"weca_kg"
2014,"F",0.016242443760901,0.0338593307625359,0.0577211686611961,0.0823589561566776,0.122098537527694,0.160315922692478,0.155910466955508,0.16344206084714,0.173611177632064,"weca_kg"
2015,"A",NA,0.11469,0.1367,0.14362,0.16245,0.18086,0.20275,0.20397,0.21609,"weca_kg"
2015,"C",0.0177582679753229,0.0392224008291508,0.0749671542911386,0.116507809424914,0.153848218590746,0.170725589244931,0.190118790956015,0.195502421445335,0.209876964672651,"weca_kg"
2015,"D",0.0159282771727948,0.0280178670694164,0.0459583890391084,0.0969273362220154,0.284,0.147,NA,NA,NA,"weca_kg"
2015,"F",0.00714208238089358,0.0160385171934758,0.0509829482605189,0.0785522548607247,0.106956709486042,0.145547777780104,0.169964268321508,0.134210563556303,0.147639658899297,"weca_kg"
2016,"A",NA,0.1218,0.12131,0.15371,0.17424,0.18192,0.20987,0.21983,0.22469,"weca_kg"
2016,"C",0.0321,0.0550630274254301,0.0632387825075612,0.124110749096694,0.160025734956457,0.184887183497272,0.20192119182198,0.21185251077487,0.24001141014756,"weca_kg"
2016,"D",0.00736495377089465,0.0244404060882346,0.0374123790490482,0.112753163541447,0.168833333333333,0.0941632726274981,0.207,0.238,0.126,"weca_kg"
2016,"F",0.0101414298818578,0.0341662683527882,0.0518957265829482,0.0841260962767795,0.0955891179768675,0.131569866801362,0.160207688401411,0.16788756425092,0.169198532482792,"weca_kg"
2017,"A",NA,0.101315504,0.123088852,0.145982266,0.165979632,0.180136525,0.200106882,0.197304105,0.210942946,"weca_kg"
2017,"C",0.0312084100786264,0.0456568437063647,0.0593161917927394,0.108180727427523,0.143354519860035,0.171899290711307,0.180992905279567,0.184249474492082,0.166300906962335,"weca_kg"
2017,"D",0.02265625,0.0270838626403102,0.0289000067847191,0.075,NA,NA,NA,NA,NA,"weca_kg"
2017,"F",0.022023028323064,0.0342944894190442,0.0575819992350992,0.0812892503118706,0.116736489307438,0.123769374849666,0.137081733167894,0.14703727970912,0.139318404686648,"weca_kg"
2018,"A",NA,0.09642888,0.127499513,0.162632318,0.182734606,0.197406332,0.213380464,0.22361714,0.23870092,"weca_kg"
2018,"C",0.021625,0.0576672526644214,0.0557014159316542,0.100683796122553,0.143124013782705,0.173364111856946,0.185081087615501,0.18773277798397,0.198506739488946,"weca_kg"
2018,"D",0.0103334894256921,0.0420284559871301,0.0612848935448484,0.048,NA,NA,NA,NA,NA,"weca_kg"
2018,"F",0.0158970100037847,0.0143855738245041,0.0515551929438281,0.0873957683443252,0.108634789836982,0.142961621040934,0.143683833376092,0.157591391246855,0.170047522418768,"weca_kg"
2019,"A",NA,0.072249055,0.130903577,0.158191967,0.159914072,0.179248265,0.187327971,0.195859857,0.212426956,"weca_kg"
2019,"C",0.019784863508361,0.0486619375152849,0.0750832492203985,0.107248067750006,0.129652820124536,0.134922844000595,0.158258601536754,0.171598221657099,0.163237846051925,"weca_kg"
2019,"D",0.011963529312,0.0268436208284965,0.04489800427316,0.0645,NA,NA,NA,NA,NA,"weca_kg"
2019,"F",0.0166950280966516,0.0317020877472103,0.0579870817727731,0.0843853162559144,0.128615595443172,0.149611613450962,0.168816935300323,0.164240783994851,0.18139822683458,"weca_kg"
2020,"A",NA,0.104951506,0.127522458,0.145745301,0.159685449,0.16979975,0.182867797,0.193432736,0.207246649,"weca_kg"
2020,"C",0.0175491921813251,0.0468052479266491,0.0619875587511688,0.132366130094145,0.16894249988244,0.186953727259838,0.201849079273795,0.211072678014672,0.191578886297727,"weca_kg"
2020,"D",0.0141558124212055,0.044637090678636,0.0799889562005972,0.10426926587825,0.1164011602,0.1167866005,0.1158,NA,0.13,"weca_kg"
2020,"F",0.0190631557490242,0.0382550288965585,0.068920075334301,0.085597767633621,0.107457082076159,0.145407103644411,0.154816249758286,0.172454297145715,0.170178983435922,"weca_kg"
2021,"A",NA,0.119260162,0.138007542,0.149324774,0.159582776,0.167685093,0.173809453,0.181020949,0.196465492,"weca_kg"
2021,"C",0.0109033617715677,0.0488329564413194,0.0646860448492967,0.100786895599448,0.156301839292869,0.17830310918099,0.196907824591283,0.20502746214312,0.198324028025986,"weca_kg"
2021,"D",NA,0.0453021780681642,0.066406267383508,0.0691321592998787,0.0759691627130096,NA,NA,NA,NA,"weca_kg"
2021,"F",0.0189739644018099,0.0234606572922008,0.0710887941507928,0.102086866516906,0.136796189802067,0.145889942151695,0.171891538896047,0.17612552500377,0.178209444826521,"weca_kg"
2022,"A",NA,0.0685239510489511,0.109787213494318,0.130656498733546,0.142979810358227,0.170910630249939,0.17566240692295,0.1923,0.202625248129153,"weca_kg"
2022,"C",0.007088162616318,0.0328635467417321,0.05237518940739,0.0769669197357708,0.136895603849609,0.172888400211172,0.178894142974013,0.183679779476633,0.189704666080213,"weca_kg"
2022,"D",0.0259405555555556,0.0517148030052655,0.075914439526089,0.0691321592998787,0.0759691627130096,NA,NA,NA,0.08365,"weca_kg"
2022,"F",0.018974636096639,0.0338976191101656,0.0978665985256163,0.0936353368921747,0.12979016134915,0.147149872079811,0.167103161115214,0.180400760740076,0.185989694866375,"weca_kg"
2023,"A",NA,0.0524321405988889,0.0906857629291551,0.176961417698725,0.193778098504689,0.185012960994434,0.181874995557816,0.196407075649391,0.195175895913756,"weca_kg"
2023,"C",0.0139901416509315,0.030820277515288,0.10964421072098,0.175283179610955,0.184808059322971,0.17753701058077,0.180928152723096,0.194354058629575,0.197362539774035,"weca_kg"
2023,"D",0.0226605662910573,0.0428665307215091,0.0665135440482731,0.05087,NA,NA,NA,NA,NA,"weca_kg"
2023,"F",0.018,0.0568283945405517,0.0760035334879681,0.102275128124276,0.113709021882175,0.144148296514647,0.163872489315138,0.179374138308944,0.170591035519455,"weca_kg"
2024,"A",NA,0.0648,0.104687876819913,0.150189831051249,0.192253403632515,0.187648972036094,0.187441018815352,0.237439463166224,0.202925847789532,"weca_kg"
2024,"C",0.0044286271734249,0.0254626661761829,0.0969547930038249,0.127788911867595,0.168767145427154,0.172881296538752,0.186970100886018,0.196251614075607,0.19931034939578,"weca_kg"
2024,"D",0.00481706041681302,0.0258528685580481,0.10982,NA,NA,NA,NA,NA,NA,"weca_kg"
2024,"F",0.0207488584474886,0.0315937159433706,0.0622809943076973,0.0701964718105013,0.10534504366976,0.127498565418775,0.153968570547947,0.164889707561084,0.166558856348222,"weca_kg"
